,index,ga:country,ga:pagePath,ga:landingPagePath,ga:secondPagePath,ga:exitPagePath,ga:previousPagePath,ga:pageviews
3798,3798,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course/reviews-basic-principles,academy.asodesk.com/reviews-course/reviews-basic-principles,ru.asodesk.com/,1.0
3799,3799,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/reviews-course,ru.asodesk.com/,hq.asodesk.com/by/,hq.asodesk.com/accounts/signup/,3.0
3800,3800,Belarus,hq.asodesk.com/accounts/signup/,academy.asodesk.com/reviews-course,ru.asodesk.com/,hq.asodesk.com/by/,ru.asodesk.com/,1.0
3801,3801,Belarus,hq.asodesk.com/au/app/1591795356/statistics,academy.asodesk.com/reviews-course,hq.asodesk.com/au/app/1591795356/statistics,hq.asodesk.com/ca/app/1591795356/statistics,academy.asodesk.com/reviews-course,1.0
3802,3802,Belarus,hq.asodesk.com/au/app/1591795356/statistics,academy.asodesk.com/reviews-course,hq.asodesk.com/au/app/1591795356/statistics,hq.asodesk.com/ca/app/1591795356/statistics,hq.asodesk.com/au/app/1591795356/statistics,1.0
3803,3803,Belarus,hq.asodesk.com/au/app/com.severex.bingo.lottery.number/comparative_report,academy.asodesk.com/reviews-course,hq.asodesk.com/au/app/com.severex.bingo.lottery.number/comparative_report,hq.asodesk.com/au/app/com.severex.bingo.lottery.number/comparative_report,academy.asodesk.com/reviews-course,1.0
3804,3804,Belarus,hq.asodesk.com/au/app/com.severex.bingo.lottery.number/comparative_report,academy.asodesk.com/reviews-course,hq.asodesk.com/au/app/com.severex.bingo.lottery.number/comparative_report,hq.asodesk.com/au/app/com.severex.bingo.lottery.number/comparative_report,hq.asodesk.com/au/app/com.severex.bingo.lottery.number/comparative_report,2.0
3805,3805,Belarus,hq.asodesk.com/au/app/com.severex.bingo.lottery.number/comparative_report,academy.asodesk.com/reviews-course,hq.asodesk.com/au/app/com.severex.bingo.lottery.number/comparative_report,hq.asodesk.com/au/app/com.severex.bingo.lottery.number/comparative_report,hq.asodesk.com/us/app/com.severex.bingo.lottery.number/statistics,1.0
3806,3806,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,hq.asodesk.com/ru/app/1548100612/reply-board,hq.asodesk.com/accounts/login/,1.0
3807,3807,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,hq.asodesk.com/ru/app/1548100612/reply-board,hq.asodesk.com/by/,1.0
3808,3808,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,hq.asodesk.com/by/,asodesk.com/free-video-course,academy.asodesk.com/reviews-course,1.0
3809,3809,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,hq.asodesk.com/by/,asodesk.com/free-video-course,hq.asodesk.com/by/,1.0
3794,3794,Belarus,hq.asodesk.com/accounts/logout/,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,hq.asodesk.com/ru/app/1548100612/reply-board,academy.asodesk.com/reviews-course,1.0
3810,3810,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,hq.asodesk.com/by/,hq.asodesk.com/ru/,academy.asodesk.com/reviews-course,1.0
3793,3793,Belarus,hq.asodesk.com/accounts/login/?next=/settings/pricing,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,hq.asodesk.com/ru/app/1548100612/reply-board,hq.asodesk.com/by/,1.0
3791,3791,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/reviews-course,hq.asodesk.com/accounts/login/,hq.asodesk.com/settings/pricing,hq.asodesk.com/accounts/login/,2.0
3776,3776,Belarus,academy.asodesk.com/reviews-course/reviews-basic-principles,academy.asodesk.com/reviews-course,hq.asodesk.com/settings/pricing,academy.asodesk.com/reviews-course,hq.asodesk.com/settings/pricing,1.0
3777,3777,Belarus,asodesk.com/,academy.asodesk.com/reviews-course,asodesk.com/,hq.asodesk.com/accounts/login/,academy.asodesk.com/reviews-course,1.0
3778,3778,Belarus,asodesk.com/,academy.asodesk.com/reviews-course,asodesk.com/,hq.asodesk.com/settings/pricing,academy.asodesk.com/reviews-course,1.0
3779,3779,Belarus,asodesk.com/,academy.asodesk.com/reviews-course,asodesk.com/,hq.asodesk.com/settings/teammates,academy.asodesk.com/reviews-course,1.0
3780,3780,Belarus,asodesk.com/,academy.asodesk.com/reviews-course,ru.asodesk.com/,asodesk.com/calendar-2022,ru.asodesk.com/,1.0
3781,3781,Belarus,asodesk.com/free-video-course,academy.asodesk.com/reviews-course,hq.asodesk.com/by/,asodesk.com/free-video-course,hq.asodesk.com/by/,1.0
3782,3782,Belarus,asodesk.com/how-to-increase-user-loyalty-and-retention-for-your-app,academy.asodesk.com/reviews-course,asodesk.com/how-to-increase-user-loyalty-and-retention-for-your-app,ru.asodesk.com/how-to-work-with-app-reviews,academy.asodesk.com/reviews-course,1.0
3783,3783,Belarus,asodesk.com/webinars,academy.asodesk.com/reviews-course,ru.asodesk.com/,asodesk.com/calendar-2022,asodesk.com/,1.0
3784,3784,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,hq.asodesk.com/ru/app/1548100612/reply-board,hq.asodesk.com/accounts/login/,3.0
3785,3785,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,hq.asodesk.com/ru/app/1548100612/reply-board,hq.asodesk.com/accounts/logout/,2.0
3786,3786,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/reviews-course,asodesk.com/,hq.asodesk.com/accounts/login/,asodesk.com/,1.0
3787,3787,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/reviews-course,asodesk.com/,hq.asodesk.com/accounts/login/,hq.asodesk.com/accounts/login/,2.0
3788,3788,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/reviews-course,hq.asodesk.com/accounts/login/,hq.asodesk.com/settings/pricing,academy.asodesk.com/reviews-course,1.0
3789,3789,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/reviews-course,hq.asodesk.com/accounts/login/,hq.asodesk.com/settings/pricing,hq.asodesk.com/accounts/login/,2.0
3790,3790,Belarus,hq.asodesk.com/accounts/login/,academy.asodesk.com/reviews-course,hq.asodesk.com/accounts/login/,hq.asodesk.com/settings/pricing,academy.asodesk.com/reviews-course,1.0
3792,3792,Belarus,hq.asodesk.com/accounts/login/?next=/settings/pricing,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,hq.asodesk.com/ru/app/1548100612/reply-board,hq.asodesk.com/accounts/login/?next=/settings/pricing,2.0
4150,4150,Belarus,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,(not set),academy.asodesk.com/reviews-course,(entrance),3.0
3811,3811,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,hq.asodesk.com/by/,hq.asodesk.com/ru/,hq.asodesk.com/by/,1.0
3813,3813,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,hq.asodesk.com/de/app/1591795356/keyword_explorer,hq.asodesk.com/by/,hq.asodesk.com/by/,1.0
3833,3833,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,hq.asodesk.com/us/app/1123605155/,hq.asodesk.com/settings/profile,1.0
3834,3834,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,hq.asodesk.com/us/app/1123605155/,hq.asodesk.com/settings/teammates,1.0
3835,3835,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/reviews-course,asodesk.com/,hq.asodesk.com/settings/pricing,hq.asodesk.com/ru/,1.0
3836,3836,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/reviews-course,asodesk.com/,hq.asodesk.com/settings/pricing,ru.asodesk.com/,1.0
3837,3837,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/reviews-course,hq.asodesk.com/by/,hq.asodesk.com/ru/,hq.asodesk.com/by/,1.0
3838,3838,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/reviews-course,hq.asodesk.com/by/,hq.asodesk.com/ru/,hq.asodesk.com/ru/,1.0
3839,3839,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/reviews-course,hq.asodesk.com/ru/,hq.asodesk.com/settings/pricing,academy.asodesk.com/reviews-course,1.0
4159,4159,Belarus,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,(not set),academy.asodesk.com/reviews-course,(entrance),1.0
4158,4158,Belarus,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,(not set),academy.asodesk.com/reviews-course,(entrance),1.0
4157,4157,Belarus,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,(not set),academy.asodesk.com/reviews-course,(entrance),1.0
4156,4156,Belarus,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,(not set),academy.asodesk.com/reviews-course,(entrance),1.0
4155,4155,Belarus,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,(not set),academy.asodesk.com/reviews-course,(entrance),1.0
4278,4278,Belarus,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,(not set),academy.asodesk.com/reviews-course,(entrance),1.0
4153,4153,Belarus,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,(not set),academy.asodesk.com/reviews-course,(entrance),1.0
4152,4152,Belarus,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,4.0
3832,3832,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,hq.asodesk.com/us/app/1123605155/,hq.asodesk.com/settings/billing/,1.0
3812,3812,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,hq.asodesk.com/de/app/1591795356/keyword_explorer,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,1.0
3831,3831,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,hq.asodesk.com/us/app/1123605155/,hq.asodesk.com/ru/,3.0
3829,3829,Belarus,hq.asodesk.com/ru/,academy.asodesk.com/reviews-course,academy.asodesk.com/reviews-course,hq.asodesk.com/ru/app/1548100612/reply-board,hq.asodesk.com/accounts/login/,1.0
3814,3814,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/ru/,hq.asodesk.com/by/,5.0
3815,3815,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/ru/,hq.asodesk.com/settings/billing/,2.0
3816,3816,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,hq.asodesk.com/settings/pricing,hq.asodesk.com/ru/,hq.asodesk.com/settings/pricing,1.0
3817,3817,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,ru.asodesk.com/,hq.asodesk.com/by/,hq.asodesk.com/by/,1.0
3818,3818,Belarus,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,ru.asodesk.com/,hq.asodesk.com/by/,ru.asodesk.com/,1.0
3819,3819,Belarus,hq.asodesk.com/ca/app/1591795356/statistics,academy.asodesk.com/reviews-course,hq.asodesk.com/au/app/1591795356/statistics,hq.asodesk.com/ca/app/1591795356/statistics,hq.asodesk.com/au/app/1591795356/statistics,1.0
3820,3820,Belarus,hq.asodesk.com/ca/app/1591795356/statistics,academy.asodesk.com/reviews-course,hq.asodesk.com/au/app/1591795356/statistics,hq.asodesk.com/ca/app/1591795356/statistics,hq.asodesk.com/ca/app/1591795356/statistics,3.0
3821,3821,Belarus,hq.asodesk.com/de/app/1591795356/keyword_explorer,academy.asodesk.com/reviews-course,hq.asodesk.com/de/app/1591795356/keyword_explorer,hq.asodesk.com/by/,academy.asodesk.com/reviews-course,1.0
3822,3822,Belarus,hq.asodesk.com/de/app/1591795356/keyword_explorer,academy.asodesk.com/reviews-course,hq.asodesk.com/de/app/1591795356/keyword_explorer,hq.asodesk.com/by/,hq.asodesk.com/de/app/1591795356/keyword_explorer,1.0
3823,3823,Belarus,hq.asodesk.com/gb/app/1444070953/keyword_explorer,academy.asodesk.com/reviews-course,hq.asodesk.com/gb/app/1444070953/statistics,hq.asodesk.com/gb/app/1444070953/keyword_explorer,hq.asodesk.com/gb/app/1444070953/keyword_explorer,1.0
